area,year,inside,out_in,outside
福井県 小浜市,2015年度,"11,851","3,034",240
福井県 大野市,2015年度,"13,021","4,502",123
福井県 勝山市,2015年度,"8,241","4,083",117
福井県 鯖江市,2015年度,"18,926","15,197",271
福井県 あわら市,2015年度,"8,137","6,203",622
福井県 越前市,2015年度,"29,531","11,199",329
福井県 坂井市,2015年度,"26,415","20,138",855
福井県 永平寺町,2015年度,"4,334","5,866",87
福井県 池田町,2015年度,724,538,4
福井県 南越前町,2015年度,"2,440","3,000",34
福井県 越前町,2015年度,"5,363","5,596",61
福井県 美浜町,2015年度,"3,285","1,955",35
福井県 高浜町,2015年度,"3,931","1,115",705
福井県 おおい町,2015年度,"2,861","1,373",113
福井県 若狭町,2015年度,"4,985","2,773",143
山梨県 甲府市,2015年度,"60,792","23,165","1,325"
山梨県 富士吉田市,2015年度,"16,223","7,677",519
山梨県 都留市,2015年度,"10,090","4,438",554
山梨県 山梨市,2015年度,"9,683","7,968",324
山梨県 大月市,2015年度,"6,237","3,251","1,983"
山梨県 韮崎市,2015年度,"7,518","6,812",229
山梨県 南アルプス市,2015年度,"18,525","16,391",400
山梨県 北杜市,2015年度,"16,924","4,289",990
山梨県 甲斐市,2015年度,"12,782","22,729",603
山梨県 笛吹市,2015年度,"20,576","13,923",391
山梨県 上野原市,2015年度,"6,908",744,"3,861"
山梨県 甲州市,2015年度,"10,069","6,044",323
山梨県 中央市,2015年度,"6,230","8,838",205
山梨県 市川三郷町,2015年度,"3,279","4,034",58
山梨県 早川町,2015年度,381,94,6
山梨県 身延町,2015年度,"3,872","1,797",137
山梨県 南部町,2015年度,"2,296",557,929
山梨県 富士川町,2015年度,"3,272","4,246",68
山梨県 昭和町,2015年度,"3,696","5,841",137
山梨県 道志村,2015年度,604,235,100
山梨県 西桂町,2015年度,664,"1,547",61
山梨県 忍野村,2015年度,"3,426","1,457",117
山梨県 山中湖村,2015年度,"1,890",756,208
山梨県 鳴沢村,2015年度,776,726,54
山梨県 富士河口湖町,2015年度,"7,846","4,525",340
山梨県 小菅村,2015年度,294,25,28
山梨県 丹波山村,2015年度,199,22,31
長野県 長野市,2015年度,"165,820","19,652","1,643"
長野県 松本市,2015年度,"98,105","19,756",928
長野県 上田市,2015年度,"62,593","12,575",648
長野県 岡谷市,2015年度,"15,317","8,368",146
長野県 飯田市,2015年度,"45,414","6,465",235
長野県 諏訪市,2015年度,"15,690","8,390",238
長野県 須坂市,2015年度,"14,779","10,332",167
長野県 小諸市,2015年度,"11,811","8,911",235
長野県 伊那市,2015年度,"24,369","9,705",199
長野県 駒ヶ根市,2015年度,"12,003","4,932",65
長野県 中野市,2015年度,"17,035","7,357",106
長野県 大町市,2015年度,"10,366","3,390",87
長野県 飯山市,2015年度,"8,370","2,801",84
長野県 茅野市,2015年度,"19,478","8,534",378
長野県 塩尻市,2015年度,"21,993","13,054",215
長野県 佐久市,2015年度,"35,700","11,053",647
長野県 千曲市,2015年度,"17,855","11,358",208
長野県 東御市,2015年度,"8,005","7,105",128
長野県 安曇野市,2015年度,"30,229","17,176",399
長野県 小海町,2015年度,"1,628",857,17
長野県 川上村,2015年度,"3,068",147,55
長野県 南牧村,2015年度,"1,898",190,105
長野県 南相木村,2015年度,329,173,3
長野県 北相木村,2015年度,255,126,4
長野県 佐久穂町,2015年度,"2,969","2,674",34
長野県 軽井沢町,2015年度,"7,172","1,301",599
長野県 御代田町,2015年度,"3,607","3,939",172
長野県 立科町,2015年度,"2,239","1,715",21
長野県 青木村,2015年度,845,"1,156",24
長野県 長和町,2015年度,"1,785","1,276",18
長野県 下諏訪町,2015年度,"4,451","5,105",69
長野県 富士見町,2015年度,"4,683","2,191",452
長野県 原村,2015年度,"2,166","1,865",107
長野県 辰野町,2015年度,"5,006","4,502",50
長野県 箕輪町,2015年度,"6,935","5,703",92
長野県 飯島町,2015年度,"2,777","2,417",24
長野県 南箕輪村,2015年度,"2,868","4,545",63
長野県 中川村,2015年度,"1,363","1,441",8
長野県 宮田村,2015年度,"1,946","2,505",33
長野県 松川町,2015年度,"4,286","3,099",28
長野県 高森町,2015年度,"3,270","3,671",28
長野県 阿南町,2015年度,"1,675",655,41
長野県 阿智村,2015年度,"2,216","1,240",48
長野県 平谷村,2015年度,150,55,6
長野県 根羽村,2015年度,405,47,67
長野県 下條村,2015年度,"1,088",978,15
長野県 売木村,2015年度,269,46,15
長野県 天龍村,2015年度,453,147,11
長野県 泰阜村,2015年度,551,368,9
長野県 喬木村,2015年度,"1,438","1,973",15
長野県 豊丘村,2015年度,"1,628","2,116",12
長野県 大鹿村,2015年度,401,65,2
長野県 上松町,2015年度,"1,524",740,35
長野県 南木曽町,2015年度,"1,584",195,482
長野県 木祖村,2015年度,829,629,14
長野県 王滝村,2015年度,318,119,3
長野県 大桑村,2015年度,"1,358",421,109
長野県 木曽町,2015年度,"4,959","1,060",52
長野県 麻績村,2015年度,784,601,12
長野県 生坂村,2015年度,474,424,3
長野県 山形村,2015年度,"1,927","2,709",31
長野県 朝日村,2015年度,"1,039","1,426",20
長野県 筑北村,2015年度,"1,329","1,089",10
長野県 池田町,2015年度,"2,054","2,705",27
長野県 松川村,2015年度,"1,998","3,135",32
長野県 白馬村,2015年度,"3,985",781,30
長野県 小谷村,2015年度,"1,283",295,22
長野県 坂城町,2015年度,"4,091","3,354",41
長野県 小布施町,2015年度,"2,940","3,001",41
長野県 高山村,2015年度,"1,817","2,164",28
長野県 山ノ内町,2015年度,"4,676","2,356",15
長野県 木島平村,2015年度,"1,427","1,122",21
長野県 野沢温泉村,2015年度,"1,383",537,18
長野県 信濃町,2015年度,"2,966","1,349",140
長野県 小川村,2015年度,756,553,8
長野県 飯綱町,2015年度,"3,223","3,078",56
長野県 栄村,2015年度,830,122,68
岐阜県 岐阜市,2015年度,"129,268","40,509","20,778"
岐阜県 大垣市,2015年度,"48,686","21,269","6,783"
岐阜県 高山市,2015年度,"45,524","2,644",261
岐阜県 多治見市,2015年度,"27,927","10,355","15,134"
岐阜県 関市,2015年度,"29,084","14,376","1,907"
岐阜県 中津川市,2015年度,"32,428","4,991","1,750"
岐阜県 美濃市,2015年度,"6,078","4,361",285
岐阜県 瑞浪市,2015年度,"9,840","6,530","2,297"
岐阜県 羽島市,2015年度,"14,833","11,186","5,834"
岐阜県 恵那市,2015年度,"17,738","6,185","1,640"
岐阜県 美濃加茂市,2015年度,"13,008","11,747","2,631"
岐阜県 土岐市,2015年度,"16,234","8,004","4,678"
岐阜県 各務原市,2015年度,"37,716","17,185","13,913"
岐阜県 可児市,2015年度,"23,307","13,218","10,672"
岐阜県 山県市,2015年度,"6,955","6,227",543
岐阜県 瑞穂市,2015年度,"8,959","13,984","3,094"
岐阜県 飛騨市,2015年度,"9,590","2,796",141
岐阜県 本巣市,2015年度,"7,013","8,649",959
岐阜県 郡上市,2015年度,"19,552","1,589",197
岐阜県 下呂市,2015年度,"15,514","1,309",104
岐阜県 海津市,2015年度,"9,649","4,160","4,545"
岐阜県 岐南町,2015年度,"4,126","5,821","2,046"
岐阜県 笠松町,2015年度,"3,440","5,242","2,112"
岐阜県 養老町,2015年度,"6,398","6,977","1,063"
岐阜県 垂井町,2015年度,"5,671","6,325",938
岐阜県 関ケ原町,2015年度,"1,687","1,515",347
岐阜県 神戸町,2015年度,"3,476","5,306",575
岐阜県 輪之内町,2015年度,"1,803","2,743",430
岐阜県 安八町,2015年度,"2,490","4,015",628
岐阜県 揖斐川町,2015年度,"5,483","4,550",379
岐阜県 大野町,2015年度,"4,396","6,842",585
岐阜県 池田町,2015年度,"4,762","6,398",583
岐阜県 北方町,2015年度,"2,490","6,152",664
岐阜県 坂祝町,2015年度,"1,310","2,186",512
岐阜県 富加町,2015年度,"1,039","1,750",158
岐阜県 川辺町,2015年度,"1,845","2,902",370
岐阜県 七宗町,2015年度,792,976,60
岐阜県 八百津町,2015年度,"2,589","2,333",361
岐阜県 白川町,2015年度,"3,217",973,59
岐阜県 東白川村,2015年度,916,313,15
岐阜県 御嵩町,2015年度,"3,549","4,365","1,159"
岐阜県 白川村,2015年度,929,17,26
静岡県 静岡市,2015年度,"239,511","94,963","3,728"
静岡県 静岡市 葵区,2015年度,"86,656","33,121","1,361"
静岡県 静岡市 駿河区,2015年度,"66,212","35,200","1,282"
静岡県 静岡市 清水区,2015年度,"86,643","26,642","1,085"
静岡県 浜松市,2015年度,"219,173","167,468","6,475"
静岡県 浜松市 中区,2015年度,"71,783","41,522","1,869"
静岡県 浜松市 東区,2015年度,"32,349","30,238",787
静岡県 浜松市 西区,2015年度,"28,675","25,678","1,155"
静岡県 浜松市 南区,2015年度,"24,680","24,265",698
静岡県 浜松市 北区,2015年度,"29,359","17,439","1,313"
静岡県 浜松市 浜北区,2015年度,"24,080","22,916",433
静岡県 浜松市 天竜区,2015年度,"8,247","5,410",220
静岡県 沼津市,2015年度,"66,675","23,728","2,086"
静岡県 熱海市,2015年度,"12,773","1,609","2,036"
静岡県 三島市,2015年度,"26,327","23,678","2,728"
静岡県 富士宮市,2015年度,"46,125","16,097",890
静岡県 伊東市,2015年度,"25,182","3,633",928
静岡県 島田市,2015年度,"31,363","19,006",277
静岡県 富士市,2015年度,"93,053","23,882","1,873"
静岡県 磐田市,2015年度,"54,399","28,105",641
静岡県 焼津市,2015年度,"41,992","27,175",592
静岡県 掛川市,2015年度,"39,225","20,496",432
静岡県 藤枝市,2015年度,"39,117","31,716",643
静岡県 御殿場市,2015年度,"32,213","10,901","2,080"
静岡県 袋井市,2015年度,"23,413","20,248",342
静岡県 下田市,2015年度,"8,602","1,649",35
静岡県 裾野市,2015年度,"14,948","10,759",613
静岡県 湖西市,2015年度,"21,592","5,235","3,799"
静岡県 伊豆市,2015年度,"10,310","5,069",181
静岡県 御前崎市,2015年度,"11,345","6,301",106
静岡県 菊川市,2015年度,"13,327","11,588",151
静岡県 伊豆の国市,2015年度,"12,712","10,223",488
静岡県 牧之原市,2015年度,"16,628","8,723",63
静岡県 東伊豆町,2015年度,"4,634","1,524",62
静岡県 河津町,2015年度,"2,441","1,130",20
静岡県 南伊豆町,2015年度,"2,435","1,132",18
静岡県 松崎町,2015年度,"2,075","1,003",18
静岡県 西伊豆町,2015年度,"2,745",827,35
静岡県 函南町,2015年度,"6,632","10,845",663
静岡県 清水町,2015年度,"5,892","9,377",345
静岡県 長泉町,2015年度,"7,887","11,469",977
静岡県 小山町,2015年度,"6,259","3,663",711
静岡県 吉田町,2015年度,"8,178","7,438",63
静岡県 川根本町,2015年度,"2,958",732,1
静岡県 森町,2015年度,"4,734","4,952",36
愛知県 名古屋市,2015年度,"412,005","595,018","20,624"
愛知県 名古屋市 千種区,2015年度,"25,565","45,146","2,015"
愛知県 名古屋市 東区,2015年度,"13,585","21,136",896
愛知県 名古屋市 北区,2015年度,"28,399","42,233","1,223"
愛知県 名古屋市 西区,2015年度,"29,846","38,342","1,641"
愛知県 名古屋市 中村区,2015年度,"28,779","29,828","1,478"
愛知県 名古屋市 中区,2015年度,"20,658","13,623",656
愛知県 名古屋市 昭和区,2015年度,"17,522","29,874","1,068"
愛知県 名古屋市 瑞穂区,2015年度,"16,793","31,503",940
愛知県 名古屋市 熱田区,2015年度,"11,123","19,149",591
愛知県 名古屋市 中川区,2015年度,"42,286","56,140","2,174"
愛知県 名古屋市 港区,2015年度,"35,360","29,023",954
愛知県 名古屋市 南区,2015年度,"26,823","33,799",794
愛知県 名古屋市 守山区,2015年度,"28,415","45,952","1,491"
愛知県 名古屋市 緑区,2015年度,"38,809","68,959","1,692"
愛知県 名古屋市 名東区,2015年度,"24,251","45,628","1,804"
愛知県 名古屋市 天白区,2015年度,"23,791","44,683","1,207"
愛知県 豊橋市,2015年度,"141,789","33,155","9,489"
愛知県 岡崎市,2015年度,"122,377","66,375","1,399"
愛知県 一宮市,2015年度,"97,020","67,036","13,200"
愛知県 瀬戸市,2015年度,"30,403","27,131","1,401"
愛知県 半田市,2015年度,"29,340","24,815",362
愛知県 春日井市,2015年度,"73,618","63,460","4,401"
愛知県 豊川市,2015年度,"63,201","27,698","1,553"
愛知県 津島市,2015年度,"12,135","16,629","1,061"
愛知県 碧南市,2015年度,"21,239","16,238",124
愛知県 刈谷市,2015年度,"40,441","33,338",623
愛知県 豊田市,2015年度,"164,744","39,257","1,167"
愛知県 安城市,2015年度,"48,401","39,790",618
愛知県 西尾市,2015年度,"59,325","27,619",265
愛知県 蒲郡市,2015年度,"26,051","14,033",312
愛知県 犬山市,2015年度,"14,945","15,923","3,362"
愛知県 常滑市,2015年度,"14,827","11,821",201
愛知県 江南市,2015年度,"17,964","25,181","2,864"
愛知県 小牧市,2015年度,"39,772","25,365","1,901"
愛知県 稲沢市,2015年度,"31,443","31,717","2,594"
愛知県 新城市,2015年度,"16,973","6,676",497
愛知県 東海市,2015年度,"29,591","25,971",589
愛知県 大府市,2015年度,"19,274","24,358",542
愛知県 知多市,2015年度,"14,733","25,105",414
愛知県 知立市,2015年度,"10,388","24,025",281
愛知県 尾張旭市,2015年度,"12,216","24,569",720
愛知県 高浜市,2015年度,"9,429","13,483",85
愛知県 岩倉市,2015年度,"6,355","14,572",714
愛知県 豊明市,2015年度,"11,857","19,336",329
愛知県 日進市,2015年度,"12,485","27,829",637
愛知県 田原市,2015年度,"30,620","5,369",238
愛知県 愛西市,2015年度,"11,628","18,370","1,449"
愛知県 清須市,2015年度,"10,672","19,410",860
愛知県 北名古屋市,2015年度,"15,712","24,077",954
愛知県 弥富市,2015年度,"9,168","10,199","2,125"
愛知県 みよし市,2015年度,"11,783","17,086",245
愛知県 あま市,2015年度,"14,526","24,844","1,078"
愛知県 長久手市,2015年度,"9,134","17,741",564
愛知県 東郷町,2015年度,"6,082","14,252",200
愛知県 豊山町,2015年度,"3,039","4,484",149
愛知県 大口町,2015年度,"4,474","6,304",665
愛知県 扶桑町,2015年度,"4,356","10,458","1,272"
愛知県 大治町,2015年度,"4,152","10,429",312
愛知県 蟹江町,2015年度,"5,686","11,893",960
愛知県 飛島村,2015年度,"1,260","1,062",85
愛知県 阿久比町,2015年度,"3,624","9,339",94
愛知県 東浦町,2015年度,"8,053","15,520",206
愛知県 南知多町,2015年度,"7,000","2,675",17
愛知県 美浜町,2015年度,"5,290","6,147",64
愛知県 武豊町,2015年度,"8,703","11,847",114
愛知県 幸田町,2015年度,"8,514","11,164",108
愛知県 設楽町,2015年度,"1,978",487,26
愛知県 東栄町,2015年度,"1,188",340,40
愛知県 豊根村,2015年度,450,79,18
三重県 津市,2015年度,"101,595","23,748","3,412"
三重県 四日市市,2015年度,"106,764","26,626","9,561"
三重県 伊勢市,2015年度,"43,833","15,236",701
三重県 松阪市,2015年度,"52,972","23,064","1,365"
三重県 桑名市,2015年度,"39,505","15,010","13,712"
三重県 鈴鹿市,2015年度,"61,268","28,248","3,096"
三重県 名張市,2015年度,"22,756","8,406","5,738"
三重県 尾鷲市,2015年度,"6,824","1,178",86
三重県 亀山市,2015年度,"13,625","9,452",620
三重県 鳥羽市,2015年度,"7,502","2,222",50
三重県 熊野市,2015年度,"5,618","1,141",439
三重県 いなべ市,2015年度,"15,288","7,037","1,097"
三重県 志摩市,2015年度,"19,037","4,269",214
三重県 伊賀市,2015年度,"37,207","4,238","2,871"
三重県 木曽岬町,2015年度,"1,373",598,"1,522"
三重県 東員町,2015年度,"4,154","6,317","1,655"
三重県 菰野町,2015年度,"8,774","9,682",812
三重県 朝日町,2015年度,"1,151","2,804",800
三重県 川越町,2015年度,"2,497","4,232",791
三重県 多気町,2015年度,"3,697","3,695",77
三重県 明和町,2015年度,"4,238","6,466",127
三重県 大台町,2015年度,"2,739","1,546",33
三重県 玉城町,2015年度,"3,194","4,414",78
三重県 度会町,2015年度,"1,512","2,557",45
三重県 大紀町,2015年度,"2,468","1,500",27
三重県 南伊勢町,2015年度,"3,755","1,520",69
三重県 紀北町,2015年度,"5,539","1,446",77
三重県 御浜町,2015年度,"2,532","1,252",419
三重県 紀宝町,2015年度,"2,411",923,"1,535"
滋賀県 大津市,2015年度,"82,493","25,894","39,038"
滋賀県 彦根市,2015年度,"34,634","17,319","2,091"
滋賀県 長浜市,2015年度,"45,666","9,218","1,490"
滋賀県 近江八幡市,2015年度,"18,311","17,351","2,601"
滋賀県 草津市,2015年度,"30,190","21,653","10,301"
滋賀県 守山市,2015年度,"16,137","17,472","4,303"
滋賀県 栗東市,2015年度,"13,310","15,212","3,487"
滋賀県 甲賀市,2015年度,"31,692","10,852","2,512"
滋賀県 野洲市,2015年度,"10,386","10,997","2,546"
滋賀県 湖南市,2015年度,"13,290","11,963","1,336"
滋賀県 高島市,2015年度,"19,668","2,493","1,617"
滋賀県 東近江市,2015年度,"33,777","21,100","1,887"
滋賀県 米原市,2015年度,"8,781","8,498","1,500"
滋賀県 日野町,2015年度,"5,602","5,138",254
滋賀県 竜王町,2015年度,"3,288","3,304",345
滋賀県 愛荘町,2015年度,"4,262","5,729",265
滋賀県 豊郷町,2015年度,"1,113","2,020",65
滋賀県 甲良町,2015年度,"1,125","1,956",68
滋賀県 多賀町,2015年度,"1,510","1,922",93
京都府 京都市,2015年度,"279,871","254,284","62,784"
京都府 京都市 北区,2015年度,"22,971","23,125","3,304"
京都府 京都市 上京区,2015年度,"16,757","16,151","2,893"
京都府 京都市 左京区,2015年度,"34,996","23,954","5,923"
京都府 京都市 中京区,2015年度,"21,831","19,112","5,067"
京都府 京都市 東山区,2015年度,"7,950","6,198","1,472"
京都府 京都市 下京区,2015年度,"16,402","13,631","4,370"
京都府 京都市 南区,2015年度,"20,596","15,627","4,680"
京都府 京都市 右京区,2015年度,"38,901","38,766","6,566"
京都府 京都市 伏見区,2015年度,"51,352","45,205","12,564"
京都府 京都市 山科区,2015年度,"24,488","20,641","7,901"
京都府 京都市 西京区,2015年度,"23,627","31,874","8,044"
京都府 福知山市,2015年度,"32,473","4,145","1,600"
京都府 舞鶴市,2015年度,"33,628","3,095","1,632"
京都府 綾部市,2015年度,"11,697","3,969",246
京都府 宇治市,2015年度,"32,890","34,576","8,297"
京都府 宮津市,2015年度,"6,218","2,186",72
京都府 亀岡市,2015年度,"23,423","15,080","2,739"
京都府 城陽市,2015年度,"12,402","17,222","3,329"
京都府 向日市,2015年度,"6,540","13,435","4,017"
京都府 長岡京市,2015年度,"13,190","14,493","8,395"
京都府 八幡市,2015年度,"11,751","7,383","11,057"
京都府 京田辺市,2015年度,"10,646","10,097","8,209"
京都府 京丹後市,2015年度,"24,386","2,104","1,336"
京都府 南丹市,2015年度,"9,932","4,982",436
京都府 木津川市,2015年度,"10,287","6,889","14,002"
京都府 大山崎町,2015年度,"1,735","3,274","1,934"
京都府 久御山町,2015年度,"3,715","2,936",555
京都府 井手町,2015年度,"1,240","1,690",335
京都府 宇治田原町,2015年度,"2,409","2,002",414
京都府 笠置町,2015年度,244,164,184
京都府 和束町,2015年度,"1,060",532,312
京都府 精華町,2015年度,"4,306","4,974","6,489"
京都府 南山城村,2015年度,518,186,535
京都府 京丹波町,2015年度,"4,771","2,074",175
京都府 伊根町,2015年度,742,276,4
京都府 与謝野町,2015年度,"6,695","3,742",136
大阪府 大阪市,2015年度,"383,193","547,305","55,542"
大阪府 大阪市 都島区,2015年度,"12,453","24,433","2,451"
大阪府 大阪市 福島区,2015年度,"9,973","16,904","2,678"
大阪府 大阪市 此花区,2015年度,"10,808","13,673","2,024"
大阪府 大阪市 西区,2015年度,"13,947","18,647","1,643"
大阪府 大阪市 港区,2015年度,"13,016","16,563","1,430"
大阪府 大阪市 大正区,2015年度,"12,199","12,896","1,047"
大阪府 大阪市 天王寺区,2015年度,"9,514","17,135","1,688"
大阪府 大阪市 浪速区,2015年度,"7,327","10,735",858
大阪府 大阪市 西淀川区,2015年度,"15,072","16,912","5,007"
大阪府 大阪市 東淀川区,2015年度,"22,971","35,336","4,266"
大阪府 大阪市 東成区,2015年度,"10,974","19,190","1,341"
大阪府 大阪市 生野区,2015年度,"18,511","21,857","1,359"
大阪府 大阪市 旭区,2015年度,"10,429","20,340","1,635"
大阪府 大阪市 城東区,2015年度,"19,681","42,654","3,500"
大阪府 大阪市 阿倍野区,2015年度,"13,055","26,820","2,201"
大阪府 大阪市 住吉区,2015年度,"18,670","34,517","2,032"
大阪府 大阪市 東住吉区,2015年度,"16,940","28,280","1,798"
大阪府 大阪市 西成区,2015年度,"13,092","14,303",894
大阪府 大阪市 淀川区,2015年度,"27,095","32,354","6,068"
大阪府 大阪市 鶴見区,2015年度,"14,655","27,937","2,170"
大阪府 大阪市 住之江区,2015年度,"21,013","23,486","1,740"
大阪府 大阪市 平野区,2015年度,"29,115","36,906","2,264"
大阪府 大阪市 北区,2015年度,"23,403","20,259","3,477"
大阪府 大阪市 中央区,2015年度,"19,280","15,168","1,971"
大阪府 堺市,2015年度,"133,826","200,168","10,727"
大阪府 堺市 堺区,2015年度,"30,206","29,124","1,924"
大阪府 堺市 中区,2015年度,"20,952","28,365","1,314"
大阪府 堺市 東区,2015年度,"10,592","23,531","1,120"
大阪府 堺市 西区,2015年度,"22,744","31,930","1,931"
大阪府 堺市 南区,2015年度,"20,657","35,233","1,683"
大阪府 堺市 北区,2015年度,"22,397","42,411","2,354"
大阪府 堺市 美原区,2015年度,"6,278","9,574",401
大阪府 岸和田市,2015年度,"38,383","38,903","1,947"
大阪府 豊中市,2015年度,"65,174","83,866","15,980"
大阪府 池田市,2015年度,"15,631","20,387","6,378"
大阪府 吹田市,2015年度,"58,395","84,920","12,602"
大阪府 泉大津市,2015年度,"11,331","18,852",840
大阪府 高槻市,2015年度,"65,506","57,607","19,384"
大阪府 貝塚市,2015年度,"15,733","21,765",996
大阪府 守口市,2015年度,"21,410","31,106","2,717"
大阪府 枚方市,2015年度,"73,954","64,319","21,433"
大阪府 茨木市,2015年度,"50,440","59,422","12,614"
大阪府 八尾市,2015年度,"53,182","49,449","4,335"
大阪府 泉佐野市,2015年度,"22,729","19,745","1,523"
大阪府 富田林市,2015年度,"17,499","28,207","1,520"
大阪府 寝屋川市,2015年度,"37,174","50,034","5,711"
大阪府 河内長野市,2015年度,"15,455","23,664","1,554"
大阪府 松原市,2015年度,"20,087","26,944","1,445"
大阪府 大東市,2015年度,"20,369","27,223","2,560"
大阪府 和泉市,2015年度,"30,381","43,806","2,201"
大阪府 箕面市,2015年度,"19,739","30,236","4,719"
大阪府 柏原市,2015年度,"11,456","16,960","1,715"
大阪府 羽曳野市,2015年度,"17,386","27,821","1,711"
大阪府 門真市,2015年度,"21,288","25,727","2,094"
大阪府 摂津市,2015年度,"15,640","19,328","2,582"
大阪府 高石市,2015年度,"7,442","15,568",805
大阪府 藤井寺市,2015年度,"8,452","17,763","1,031"
大阪府 東大阪市,2015年度,"111,975","73,910","8,584"
大阪府 泉南市,2015年度,"10,296","13,201","1,188"
大阪府 四條畷市,2015年度,"6,679","14,006","2,163"
大阪府 交野市,2015年度,"9,390","19,981","2,881"
大阪府 大阪狭山市,2015年度,"6,758","15,474",753
大阪府 阪南市,2015年度,"7,793","12,948","1,519"
大阪府 島本町,2015年度,"3,226","6,677","3,448"
大阪府 豊能町,2015年度,"2,049","4,268","1,809"
大阪府 能勢町,2015年度,"2,530","1,185","1,148"
大阪府 忠岡町,2015年度,"2,117","4,670",168
大阪府 熊取町,2015年度,"5,356","13,072",698
大阪府 田尻町,2015年度,"1,444","2,265",102
大阪府 岬町,2015年度,"2,341","3,164",884
大阪府 太子町,2015年度,"1,652","4,003",277
大阪府 河南町,2015年度,"2,188","4,437",267
大阪府 千早赤阪村,2015年度,695,"1,487",62
兵庫県 神戸市,2015年度,"263,185","297,596","72,446"
兵庫県 神戸市 東灘区,2015年度,"35,445","34,170","21,843"
兵庫県 神戸市 灘区,2015年度,"20,960","27,177","9,276"
兵庫県 神戸市 兵庫区,2015年度,"19,696","20,536","3,398"
兵庫県 神戸市 長田区,2015年度,"16,132","20,164","2,540"
兵庫県 神戸市 須磨区,2015年度,"22,521","37,898","5,855"
兵庫県 神戸市 垂水区,2015年度,"30,797","51,164","7,411"
兵庫県 神戸市 北区,2015年度,"40,136","43,198","8,719"
兵庫県 神戸市 中央区,2015年度,"31,245","13,999","6,511"
兵庫県 神戸市 西区,2015年度,"46,253","49,290","6,893"
兵庫県 姫路市,2015年度,"189,233","44,408","5,222"
兵庫県 尼崎市,2015年度,"93,702","31,159","58,187"
兵庫県 明石市,2015年度,"55,727","58,631","8,734"
兵庫県 西宮市,2015年度,"78,820","52,305","65,297"
兵庫県 洲本市,2015年度,"15,992","4,638",241
兵庫県 芦屋市,2015年度,"9,730","14,531","13,456"
兵庫県 伊丹市,2015年度,"37,417","23,922","22,150"
兵庫県 相生市,2015年度,"6,714","5,738",294
兵庫県 豊岡市,2015年度,"36,588","2,795",878
兵庫県 加古川市,2015年度,"59,191","53,563","4,495"
兵庫県 赤穂市,2015年度,"15,348","4,565","1,185"
兵庫県 西脇市,2015年度,"11,562","7,987",201
兵庫県 宝塚市,2015年度,"31,538","28,639","32,025"
兵庫県 三木市,2015年度,"19,485","14,649",938
兵庫県 高砂市,2015年度,"19,500","19,802","1,091"
兵庫県 川西市,2015年度,"21,324","14,409","27,608"
兵庫県 小野市,2015年度,"12,272","10,441",300
兵庫県 三田市,2015年度,"24,680","16,614","10,102"
兵庫県 加西市,2015年度,"13,185","7,509",205
兵庫県 丹波篠山市,2015年度,"14,875","4,524","1,452"
兵庫県 養父市,2015年度,"7,799","3,157",139
兵庫県 丹波市,2015年度,"26,264","3,525","2,237"
兵庫県 南あわじ市,2015年度,"20,768","4,056",301
兵庫県 朝来市,2015年度,"11,227","2,778",560
兵庫県 淡路市,2015年度,"16,225","3,958",229
兵庫県 宍粟市,2015年度,"14,199","4,299",92
兵庫県 加東市,2015年度,"11,175","7,942",281
兵庫県 たつの市,2015年度,"19,456","14,910",555
兵庫県 猪名川町,2015年度,"4,193","4,378","4,852"
兵庫県 多可町,2015年度,"6,265","4,104",65
兵庫県 稲美町,2015年度,"5,418","8,296",400
兵庫県 播磨町,2015年度,"4,094","10,358",573
兵庫県 市川町,2015年度,"2,132","3,402",55
兵庫県 福崎町,2015年度,"4,352","4,669",126
兵庫県 神河町,2015年度,"2,680","2,654",45
兵庫県 太子町,2015年度,"4,637","9,931",324
兵庫県 上郡町,2015年度,"3,180","3,323",283
兵庫県 佐用町,2015年度,"5,746","2,082",211
兵庫県 香美町,2015年度,"6,762","1,973",57
兵庫県 新温泉町,2015年度,"6,042",751,573
奈良県 奈良市,2015年度,"79,436","20,588","51,004"
奈良県 大和高田市,2015年度,"9,599","10,945","6,834"
奈良県 大和郡山市,2015年度,"16,572","11,503","8,782"
奈良県 天理市,2015年度,"17,228","9,486","3,017"
奈良県 橿原市,2015年度,"22,718","18,790","10,209"
奈良県 桜井市,2015年度,"10,595","9,932","3,736"
奈良県 五條市,2015年度,"9,554","2,912","1,910"
奈良県 御所市,2015年度,"4,937","4,225","1,617"
奈良県 生駒市,2015年度,"14,891","8,716","27,353"
奈良県 香芝市,2015年度,"9,017","9,569","13,133"
奈良県 葛城市,2015年度,"5,637","6,391","3,658"
奈良県 宇陀市,2015年度,"7,269","4,202","2,305"
奈良県 山添村,2015年度,962,388,517
奈良県 平群町,2015年度,"2,267","2,480","2,943"
奈良県 三郷町,2015年度,"2,193","3,102","4,006"
奈良県 斑鳩町,2015年度,"3,143","4,293","3,958"
奈良県 安堵町,2015年度,695,"1,586",912
奈良県 川西町,2015年度,999,"2,016",589
奈良県 三宅町,2015年度,769,"1,722",462
奈良県 田原本町,2015年度,"5,050","6,404","2,187"
奈良県 曽爾村,2015年度,478,125,139
奈良県 御杖村,2015年度,541,107,155
奈良県 高取町,2015年度,933,"1,565",365
奈良県 明日香村,2015年度,995,"1,169",344
